"标识","编码","名称","上级"
"403030500","4030305","入侵防护设备","IP网络安全设备"
"403040200","4030402","域名服务器DNS","运营支撑系统设备"
"403050000","40305","IP其它设备","IP网"
"403050300","4030503","高速缓存存储器","IP其它设备"
"402020501","402020501","路由器机框","路由服务器"
"402040700","4020407","调制解调器（MODEM）","数字数据网（DDN）网络设备"
"402060900","4020609","数字分配架(DDF)","数字数据网（DDN）其它配套设备"
"402080200","4020802","帧中继网桥/路由器   ","帧中继网（FR）终端设备"
"401030100","4010301","公众电报程控自动转报机","非话交换设备"
"402010500","4020105","分组交换网管设备","分组交换网（PAC）网络设备"
"402060100","4020601","帧中继业务的帧装/拆设备","数字数据网（DDN）其它配套设备"
"403010100","4030101","局域网交换机（二三层交换机）","IP骨干设备"
"403050100","4030501","数据/用户业务单元   ","IP其它设备"
"404011000","4040110","视频处理器","混合光缆/电缆（HFC）系统"
"404070300","4040703","存储设备","网络电视（IPTV）设备"
"405010400","4050104","标准机架","配套通信设备（增值业务）"
"402050500","4020505","数字数据网专用计算机","数字数据网（DDN）终端设备"
"402050300","4020503","协议转换器","数字数据网（DDN）终端设备"
"402050302","402050302","协议转换器板卡","协议转换器"
"404090102","404090102","路由器板卡","EDI网络路由器"
"406020101","406020101","刀片服务器机框","刀片服务器"
"402070000","40207","帧中继网（FR）网络设备","基础数据网"
"402060000","40206","数字数据网（DDN）其它配套设备","基础数据网"
"1001030000","100103","变电设备","变配电设备"
"802041200","8020412","防DDoS设备","其他管理平台"
"803041000","8030410","防火墙","短信业务网关"
"803050900","8030509","负载均衡设备","短信互通网关"
"803090500","8030905","信令接口单元（SIU）设备","无线市话彩铃设备"
"803112000","8031120","语音设备","声讯设备"
"803210600","8032106","光纤通道交换机","终端管理类平台"
"803230200","8032302","小型机","BREW平台"
"803250500","8032505","磁盘阵列","综合业务接入网关（ISAG）"
"803270200","8032702","小型机","业务平台综合网管系统"
"803280700","8032807","路由器","移动上网日志留存系统"
"803290700","8032907","路由器","其他能力类平台"
"804020400","8040204","业务终端","电子商务设备"
"804050600","8040506","视音频跳线系统","影像加密系统"
"801021300","8010213","光转换器","云资源管理设备"
"802031000","8020310","防火墙","统一认证平台(UBB)"
"803130900","8031309","高清视讯终端","会议电视KVM和机架内维护终端"
"803150100","8031501","服务器","智能提速平台"
"803160100","8031601","服务器","网络视频监控（全球眼）设备"
"803170600","8031706","多点资源管理中心服务器(RMCC)","多媒体视讯系统"
"803190500","8031905","磁盘阵列","支付类平台"
"801030802","801030802","交换机板卡","交换机"
"803030701","803030701","路由器机框","路由器"
"705030200","7050302","航空障碍标志灯","移动通信其他设备"
"704030100","7040301","二功分器","功分器"
"702050100","7020501","智能业务生成环境设备","智能业务生成环境（SCEP）系统"
"701010401","701010401","机框","移动交换仿真设备 (MSCe)"
"702080201","702080201","路由器机框","路由器"
"703090102","703090102","主控板","LTE宏蜂窝基站"
"703020206","703020206","射频模块","微蜂窝基站设备（MICROCELL BTS）"
"703020103","703020103","收发信机","宏蜂窝基站设备（MACROCELL BTS)"
"703020202","703020202","基带处理板","微蜂窝基站设备（MICROCELL BTS）"
"704060000","70406","泄漏电缆","室内（小区）覆盖系统"
"705010000","70501","集群调度设备","移动通信其他设备"
"702040000","70204","智能业务接入点（SMAP）","移动通信智能网设备"
"704070000","70407","馈线","室内（小区）覆盖系统"
"701020800","7010208","L2TP 网络服务器(LNS)","分组域设备"
"702010900","7020109","SDP告警显示设备","智能业务数据点（SDP）"
"702080300","7020803","磁盘阵列","智能业务管理控制点（SMCP）"
"703050200","7030502","网络设备","移动基地台操作维护中心设备（OMC-R）"
"703070400","7030704","13/8馈线","馈线设备"
"704050300","7040503","定向板状天线","天线"
"702020900","7020209","SCP告警显示设备","业务控制设备（SCP）"
"701010304","701010304","服务器","归属位置寄存器设备（HLR）"
"701010702","701010702","接口板","归属位置寄存器设备仿真(HLRe)"
"703010102","703010102","接口板","控制设备"
"703020205","703020205","其他板件","微蜂窝基站设备（MICROCELL BTS）"
"703090204","703090204","射频模块","LTE微蜂窝基站"
"701000000","701","移动通信交换设备","移动通信设备"
"702080000","70208","智能业务管理控制点（SMCP）","移动通信智能网设备"
"801000000","801","业务平台云资源池","业务平台"
"801010400","8010104","磁带库","云资源池设备"
"801010701","801010701","路由器机框","路由器"
"801010900","8010109","负载均衡设备","云资源池设备"
"801011300","8010113","光转换器","云资源池设备"
"801020500","8010205","磁盘阵列","云资源管理设备"
"801020802","801020802","交换机板卡","交换机"
"1307010000","130701","车床设备","加工机械"
"1307030000","130703","铣床设备","加工机械"
"1307040600","13070406","坐标镗床","磨、镗床设备"
"1307160000","130716","铸造机械","加工机械"
"1308050000","130805","卫生设备","医疗、卫生设备"
"1301010300","13010103","电缆倒盘机","光缆、电缆工程机械"
"1302040300","13020403","其它混凝土震动器","混凝土震动机械"
"1302110300","13021103","手扶拖拉机","拖拉机"
"1306020500","13060205","折页机","装订设备"
"1307040700","13070407","其它镗床","磨、镗床设备"
"1307150200","13071502","圆锯机","木工机械"
"1308020500","13080205","红、紫外线医疗机","光、电射线医疗设备"
"1309010400","13090104","冷食加工机","冷冻设备"
"1312020500","13120205","切、绞菜机","食品加工机械"
"1302090100","13020901","自行式铲运机","铲运机"
"1304010100","13040101","门式起重机","门式起重设备"
"1302000000","1302","建筑安装机械","其他设备"
"1305040000","130504","集装箱运输设备","传动运输机械"
"1307200000","130720","水泥管道加工设备","加工机械"
"1305010000","130501","胶带传动运输设备","传动运输机械"
"1302060200","13020602","轮胎式单斗挖掘机","挖掘机"
"1306020300","13060203","切纸机","装订设备"
"1307040200","13070402","镗床","磨、镗床设备"
"1307120100","13071201","弯曲校直机","弯曲校直设备"
"1308020100","13080201","X光诊断机","光、电射线医疗设备"
"1309010100","13090101","冷藏柜","冷冻设备"
"1312011300","13120113","残食台","炊事设备"
"1313010300","13130103","其它设备","其它设备"
"1307010400","13070104","自动车床","车床设备"
"1312011900","13120119","消毒柜","炊事设备"
"1302080100","13020801","履带式单斗装载机","装载机"
"1312011600","13120116","双门蒸柜","炊事设备"
"1307070200","13070702","线切割机床","其它机床设备"
"1307100200","13071002","锻机","锤锻设备"
"1307140200","13071402","气割机","气焊设备"
"1307160100","13071601","铸造机械","铸造机械"
"1312011200","13120112","热餐柜","炊事设备"
"1312020400","13120204","切、绞肉机","食品加工机械"
"1313010100","13130101","利息资本化","其它设备"
"1306020000","130602","装订设备","印刷、装订机械"
"1401010000","140101","钢结构","钢结构房屋"
"1402000000","1402","钢筋混凝土结构房屋","房屋、建筑物和构筑物"
"1402020100","14020201","钢筋混凝土剪力墙结构房屋","钢筋混凝土剪力墙结构"
"1402050100","14020501","钢筋混凝土框筒结构房屋","钢筋混凝土框筒结构"
"1404010100","14040101","木结构房屋","木结构"
"1404040000","140404","砖拱结构","其它结构房屋"
"1404050100","14040501","石拱结构房屋","石拱结构"
"1404080000","140408","组装结构","其它结构房屋"
"1404090000","140409","其他结构房屋","其它结构房屋"
"1405010300","14050103","机房内装修","自有房屋装修和改良"
"802030100","8020301","服务器","统一认证平台(UBB)"
"1108020700","11080207","高频电子处理器","风机、采暖、除尘"
"1103020600","11030206","显示屏","放映设备"
"1103040100","11030401","摄像机","工业电视设备"
"1103070100","11030701","篮球架","文体设备"
"1103071100","11030711","台球桌","文体设备"
"1103090100","11030901","泛光照明设备","照控设备"
"1104020400","11040204","巡更系统","安全防范系统"
"1105000000","1105","消防装备","通用设备"
"1106010000","110601","锅炉设备","供暖设备"
"1106020100","11060201","热交换设备","热交换站"
